更新时间,公司名称,企业性质,行业分类,招聘岗位,工作地点,截止时间,届次,学历要求,批次,公告来源,公告链接,投递链接,专业要求,是否笔试,⚠筛选前先看使用说明！,父记录,父记录 2,字段 1
2026/07/07,上海世博展览馆,央国企,商务服务业,"运营实习生,文创商店实习生,活动执行实习生\\专业不限、会展、营销、活动策划",上海,尽快投递,2027届,"大专, 本科, 硕士, 博士","实习, 暑期实习",上海世博展览馆SWEECC,https://mp.weixin.qq.com/s/ikQ4-iXUCFV5hUIySl_QkA,https://mp.weixin.qq.com/s/ikQ4-iXUCFV5hUIySl_QkA,"专业不限,会展、营销、活动策划相关专业优先",/,,,,
2026/07/07,上海出版印刷高专,事业单位,教育/培训/科研,思政辅导员,上海,2026-07-10,2026届,"本科, 硕士, 博士",春招补招,上海出版印刷高专,https://rsj.sh.gov.cn/tzpgg_17408/20260702/t0035_1441999.html,https://zhaopin.sppc.edu.cn,/,有笔试,,,,
2026/07/07,华南师范大学-计算机学院,事业单位,教育/培训/科研,行政教辅岗,广州,2026-07-10,2026届,"本科, 硕士, 博士",春招补招,华南师范大学-计算机学院,http://cs.scnu.edu.cn/a/20260702/5982.html,https://send2me.cn/tzC8ZxNV/QWK3n5q5RD36Cg,/,/,,,,
2026/07/07,索尼,外企,IT/互联网/游戏,Wireless Researcher;Technical Engineer - Human Computer Interaction;HRBP;Accounting Manager;Edge-Cloud AI Intern;Human-Computer Interaction (HCI) Intern;Interactive Content Developer Intern,"上海, 北京",尽快投递,2027届,"本科, 硕士, 博士","暑期实习, 社招",索尼 人才荟,https://mp.weixin.qq.com/s/ZT2ZyZ2JM417Zq6A2nNhhw,https://sony.tupu360.com/position/detail/6a3e32dbcf856c3f733f704d?type=INTERNSHIPRECRUITMENT&id=6a3e32dbcf856c3f733f704d,/,/,,,,
2026/07/07,FunPlus,民企,IT/互联网/游戏,系统策划;世界观策划;游戏策划(系统方向);AI视频编导;试玩广告开发;UE交互设计师;平面美宣设计;AI视频设计师;AIGC广告创意;海外素材创意;海外市场营销;本地化专员,"北京, 广州, 成都, 杭州",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习, 秋招专场",FunPlus,https://mp.weixin.qq.com/s/9YGlQlEYkR-uXnox0Eppnw,https://app.mokahr.com/campus-recruitment/funplus01/147931?sourceToken=906e26ae650ae010a226c3796b3214ad#/jobs?commitment%5B0%5D=%E5%AE%9E%E4%B9%A0&commitment%5B1%5D=%E5%85%A8%E8%81%8C&commitment%5B2%5D=%E5%85%B6%E5%AE%83&page=1&anchorName=jobsList,/,/,,,,
2026/07/07,赛鼎工程新疆分公司,央国企,能源/化工/环保,工艺管道设计、自控设计工程师、电气设计工程师、总图设计工程师、给排水设计工程师\\化学工程与技术、化学工程、自动化、控制工程、电气工程强电、电气工程及其自动化、交通工程、总图与运输工程、给排水、市政工...,乌鲁木齐,尽快投递,"2025, 2026, 2027届","本科, 硕士, 博士","实习, 暑期实习, 春招补招",赛鼎工程有限公司新疆分公司,https://mp.weixin.qq.com/s/kM2-Ui-i9fG7Hlncjm8YcQ,https://cncec.iguopin.com/job,"化学工程与技术,化学工程,自动化,控制工程,电气工程,电气工程及其自动化,交通工程,总图与运输工程,给排水,市政工程",/,,,,
2026/07/07,新东方-华南区,民企,教育/培训/科研,助教实习生;人力实习生;少儿素养班课教师;中学素养个性化教师;初中素养班课教师;少儿素养个性化教师;营销培生;课程顾问;学习管理师;市场运营专员;平面设计师;网络营销;校区主管;新媒体运营专员;社群运营专员;研学产品专员;研学&文旅顾问;文旅新媒体运营主管/经理;中学双语班课教师;青少双语班课教师;青少益智班课教师;个性化小学双语教师;个性化高中英语教师;个性化高中数学教师;学业规划师;青少班课教师;初中学习机教师;高中班课教师;个性化高中教师;高中个性化益智教师;高中个性化双语教师;青少博文班课教师;少儿博文教师;高中物理教师;高中化学教师;高中英语教师;高中历史教师;高中一对二综教师;高中一对一教师;初中学习机教师,"东莞, 佛山, 南宁, 广州, 海口, 珠海",尽快投递,2026届,"本科, 硕士, 博士","实习, 春招补招",广州新东方招聘,https://mp.weixin.qq.com/s/72ea9JTpH8B2lDvLPtnfmw,https://mp.weixin.qq.com/s/72ea9JTpH8B2lDvLPtnfmw,/,/,,,,
2026/07/07,LSA PROJECTS,民企,文化/传媒/广告/体育,实习生\\艺术史、艺术学、人文学科,北京,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",LSA 计划PROJECTS,https://mp.weixin.qq.com/s/uDTUReMVq_h3W6xbIfaIXg,https://mp.weixin.qq.com/s/uDTUReMVq_h3W6xbIfaIXg,艺术史、艺术学、人文学科等相关专业优先,/,,,,
2026/07/07,中国日报-新媒体中心,央国企,文化/传媒/广告/体育,"视频策划编辑,《围炉漫话》栏目实习编辑,中国日报海外社交媒体账号编辑\\专业不限、广播电视、新媒体、英语、翻译、国际新闻、编导",北京,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",中国日报双语新闻,https://mp.weixin.qq.com/s/mIElFa4PZepnEMo1SIz-pQ,https://mp.weixin.qq.com/s/mIElFa4PZepnEMo1SIz-pQ,"专业不限,广播电视、新媒体、英语、翻译、国际新闻等相关专业优先",/,,,,
2026/07/07,教育观察杂志社-《教育观察》,事业单位,文化/传媒/广告/体育,"暑期实习生,实习编辑\\教育学、物理教育、心理学、汉语言文学、编辑出版",桂林,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",教育观察杂志社,https://mp.weixin.qq.com/s/YdN4M7xbs-YSoQYXfaCdYA,https://mp.weixin.qq.com/s/YdN4M7xbs-YSoQYXfaCdYA,教育学、物理教育、心理学、汉语言文学、编辑出版等专业优先,/,,,,
2026/07/07,华润万象生活-商业航道,央国企,房地产业/建筑业,招商运营类;物业管理类;人力资源类;财务管理类,"上海, 北京, 南京, 南昌, 厦门, 合肥, 呼和浩特, 哈尔滨, 大连, 天津, 太原, 杭州, 沈阳, 福州, 苏州, 长春",尽快投递,2027届,"本科, 硕士, 博士",暑期实习,华润万象生活招聘,https://mp.weixin.qq.com/s/r3Ka0e-EK-jyFBPXfnrESw,https://app.mokahr.com/campus-recruitment/crland/166206#/jobs,/,/,,,,
2026/07/07,伊顿辉能,外企,新能源,工业事业部销售经理;研发工程师;中压断路器生产主管;冲压工;装配工;助理工程师,镇江,尽快投递,2026届,"大专, 本科, 硕士, 博士",春招补招,伊顿辉能,https://mp.weixin.qq.com/s/dA3ljzeai6D49eyRyHyaRA?search_click_id=5711507198208818406-1782959017267-5140210917&sessionid=&scene=1&click_id=1470710899,https://mp.weixin.qq.com/s/dA3ljzeai6D49eyRyHyaRA?search_click_id=5711507198208818406-1782959017267-5140210917&sessionid=&scene=1&click_id=1470710899,"机械,电气,电气工程,机械制造,机电一体化",/,,,,
2026/07/07,南粤集团,央国企,商务服务业,广东省人才市场有限公司招投标岗;珠海市南粤食品进出口有限公司国际贸易团队合规专员;珠海市南粤食品进出口有限公司国际贸易团队AI工具应用专员;南方控股有限公司助理土建/市政工程师;南方控股有限公司助理机电工程师;南方控股有限公司文秘综合岗（兼人事综合岗）;南方控股有限公司会计;南粤天然药物有限公司注册技术专员;南粤天然药物有限公司生产中心生产部操作员;富华酒店有限公司办公室综合岗;南粤明马免税有限公司会计;南粤澳华管理有限公司资产经营部业务经理;徐州南海皮厂有限公司动力设备部机修工/电工;徐州南海皮厂有限公司生产中心文员,"广州, 徐州, 澳门, 珠海",尽快投递,2026届,"本科, 硕士, 博士",春招补招,广东国资,https://mp.weixin.qq.com/s/QuzjvTLIkye06s3j-T8a2w,https://mp.weixin.qq.com/s/QuzjvTLIkye06s3j-T8a2w,/,/,,,,
2026/07/06,中国电信-天翼云,央国企,通信/电子/半导体,【超级优才专项】研发工程师,"上海, 北京, 广州, 成都",尽快投递,2027届,"本科,硕士,博士",秋招专场,中国电信天翼云招聘,https://mp.weixin.qq.com/s/X1eqEoU33leskV_iOQ1BiA,https://wecruit.hotjob.cn/SU62b2ae672f9d24458d72f9cc/pb/index.html#/,/,/,,,,
2026/07/06,元戎启行,民企,IT/互联网/游戏,大模型算法工程师;AI Agent算法工程师;端到端算法工程师;感知算法工程师;SLAM算法工程师;规划算法工程师;导航地图算法工程师;数据生成算法工程师;强化学习算法工程师;AI Infra工程师;软件工程师;系统评测工程师;后端开发工程师;前端开发工程师;训练优化工程师;数据挖掘工程师;数据湖仓工程师;产品经理;项目经理;用户增长运营专员;品牌及艺术创意专员;商业分析师,"上海, 北京, 深圳",尽快投递,2027届,"本科,硕士,博士",秋招专场,元戎启行招聘,https://mp.weixin.qq.com/s/zbZa2Od7WY3L0NWCHsqySg,https://app.mokahr.com/campus-recruitment/deeproute/145894?locale=zh-CN&sessionid=#/,/,/,,,,
2026/07/06,航天科技四院-四十一所,央国企,机械/制造业,航空宇航科学与技术 力学 兵器科学与技术 人工智能 计算机科学与技术 可靠性与系统工程 动力工程及工程热物理 机械工程 数学 控制科学与工程 电子科学 信息与通信工程,西安,2026-07-13,2027届,博士,暑期实习,西安航天动力技术研究所官微,https://mp.weixin.qq.com/s/N-tO9L39k5t589c9uSfYgA,https://mp.weixin.qq.com/s/N-tO9L39k5t589c9uSfYgA,"航空宇航科学与技术,力学,兵器科学与技术,人工智能,计算机科学与技术,可靠性与系统工程,动力工程及工程热物理,机械工程,数学,控制科学与工程,电子科学,信息与通信工程",/,,,,
2026/07/06,拼多多集团,民企,IT/互联网/游戏,商家运营 服务端研发工程师 AI Agent研发工程师 算法工程师 客户端研发工程师 Web前端研发工程师 数据分析师 安全工程师 产品管培生 市场管培生 运营管培生 商务管培生 合规运营管培生 商品运营管培生 设计管培生 视频创意制作 法务助理 HR管培生 审核专员 AI Infra研发工程师 大模型算法工程师,上海,尽快投递,2027届,"本科,硕士,博士",秋招专场,拼多多集团,https://careers.pddglobalhr.com/campus/grad?t=jXsBunvmBf,https://careers.pddglobalhr.com/campus/grad?t=jXsBunvmBf,/,/,,,,
2026/07/06,源乐晟资产,民企,金融业,行业研究员,"上海, 北京",尽快投递,2027届,"硕士,博士","实习, 暑期实习",LONGRISING,https://mp.weixin.qq.com/s/fRQMg5ts7cphdyNcNLVkEA,https://mp.weixin.qq.com/s/fRQMg5ts7cphdyNcNLVkEA,"金融,经济,财务,会计等相关专业",/,,,,
2026/07/06,中国空间技术研究院-通信与导航卫星总体部,央国企,机械/制造业,网络空间安全 信息与通信工程 软件工程 航空宇航科学与技术 机械工程 动力工程及工程热物理 人工智能 计算机科学与技术 电子科学与技术 电气工程 控制科学与工程 仪器科学与技术,北京,2026-07-12,2027届,"硕士,博士","暑期实习, 秋招提前批",五院通信与导航卫星总体部,https://mp.weixin.qq.com/s/-xFnWVuJ0CiU7rq7SDs5HQ,https://mp.weixin.qq.com/s/-xFnWVuJ0CiU7rq7SDs5HQ,"网络空间安全,人工智能,信息与通信工程,计算机科学与技术,软件工程,电子科学与技术,航空宇航科学与技术,控制科学与工程,机械工程,电气工程,动力工程及工程热物理,仪器科学与技术",/,,,,
2026/07/06,中铁上海院,央国企,房地产业/建筑业,应届毕业生岗位;博士后研究人员,上海,尽快投递,2027届,"硕士,博士",秋招专场,中铁上海院,https://mp.weixin.qq.com/s/XssGhKKhAi-zaFpo312ElQ,https://mp.weixin.qq.com/s/XssGhKKhAi-zaFpo312ElQ,/,/,,,,
2026/07/06,中国邮政储蓄银行-镇江市分行,央国企,金融业,辖内分支机构实习生,镇江,2026-07-17,2027届,"本科,硕士,博士",暑期实习,邮储银行镇江市分行,https://mp.weixin.qq.com/s/cn56BVFup54J2FfaIl-6aQ,https://mp.weixin.qq.com/s/cn56BVFup54J2FfaIl-6aQ,"工学,理学,信息技术,法学,金融,经济,数理统计,财务会计,管理类相关专业",/,,,,
2026/07/06,泰凌微电子,民企,通信/电子/半导体,芯片设计类 嵌入式软件类 ,"上海, 南京, 深圳",尽快投递,2027届,"本科,硕士,博士",秋招专场,泰凌微电子,https://mp.weixin.qq.com/s/2uCz4gcNamw3_mx53s2D9A,https://telink.m.zhiye.com/#/jobs?jc=2,集成电路/微电子/计算机/通信/软件等,有笔试,,,,
2026/07/06,阳光电源,民企,能源/化工/环保,产品研发类;信息技术类;技术营销类,"上海, 南京, 合肥, 西安",尽快投递,2027届,"本科,硕士,博士",秋招提前批,Join阳光电源,https://mp.weixin.qq.com/s/d2IbH0oyZi4IGppXs9Y_4g,https://app.mokahr.com/campus-recruitment/sungrow/94416#/,/,/,,,,
2026/07/06,绿城中国,民企,生活服务业,销售管理;品牌策划;市场客研;工程管理;建筑设计;精装修设计;财务管理;投资拓展,"上海, 南京, 天津, 广州, 成都, 杭州, 武汉, 深圳, 西安, 长沙",2026-09-02,2027届,"本科, 硕士, 博士","暑期实习, 秋招提前批",绿城官方,https://mp.weixin.qq.com/s/NUbk7lEozz8LqMDHHElS4Q,https://gtgroup.m.zhiye.com/JobAd/List?jc=3,/,/,,,,
2026/07/06,自变量机器人,民企,通信/电子/半导体,VLA算法工程师;世界模型算法工程师;灵巧手算法工程师;大模型Infra工程师;强化学习算法工程师;运控算法工程师;嵌入式软件工程师;机械结构工程师;算法类岗位;产品类岗位;工程类岗位;职能类岗位,"北京, 深圳",尽快投递,2027届,"本科, 硕士, 博士","暑期实习, 秋招提前批",自变量机器人招聘,https://mp.weixin.qq.com/s/-A7QIJ1tu5kHMWMAx50UDg,https://x2-robot.jobs.feishu.cn/912130/m/position/list?keywords=&amp;category=&amp;location=&amp;project=7650350869535869227&amp;functionCategory=&amp;job_hot_flag=&amp;tag=&amp;store=&amp;storeFrontListString=&amp;type=,/,有笔试,,,,
2026/07/04,浙江大宗,央国企,金融业,博士后研究员;战略研究岗;产品研发岗;财务管理岗;大宗商品业务岗;Java开发工程师,舟山,尽快投递,2026届,"本科,硕士,博士",春招补招,浙江大宗,https://job.xjtu.edu.cn/frontpage/xjtu/html/recruitmentinfoForm.html?positionDetailId=93065f109fb54a25894e7cdaf5775f4c&,邮箱投递：zptchr@wzgroup.cn,"金融学类,经济类,经济学类,中国语言文学类,管理类,会计学,财务管理,市场营销,国际贸易,工商管理,油气化工,物流管理,计算机科学与技术,软件工程,信息技术",/,,,,
2026/07/04,北京国测数科,央国企,IT/互联网/游戏,网络信息安全工程师实习生,北京,尽快投递,"2026, 2027届","本科,硕士,博士",实习,北京国测数科,https://job.xjtu.edu.cn/frontpage/xjtu/html/recruitmentinfoForm.html?positionDetailId=81b99aaeefdf4a648283343b8457dc55&,邮箱投递：13810529952@163.com,"信息与计算科学,网络空间安全,网络与信息安全,计算机科学与技术,网络工程,软件工程相关专业",/,,,,
2026/07/04,西安高新资管,央国企,金融业,财务岗实习生,西安,2026-07-20,2027届,"本科,硕士,博士",暑期实习,高新资管,https://job.xjtu.edu.cn/frontpage/xjtu/html/recruitmentinfoForm.html?positionDetailId=2b227725e2af4d868e2aaeabb0aac8b9&,邮箱投递：xuanhedjf@163.com,会计学、税收学、审计学、财务管理、经济学、税务、财政学及各类财务相关专业,有笔试,,,,
2026/07/04,理想汽车,民企,汽车制造/维修/零配件,整车研发;算法与软件;芯片研发;产品;设计;项目管理;供应链与智能制造;职能与综合管理;销售与服务;充电网络,"上海, 北京, 常州, 杭州, 深圳",尽快投递,2027届,"本科,硕士,博士","实习, 暑期实习",理想汽车招聘,https://mp.weixin.qq.com/s/BCEFM-OOslL-gEIAIMTOLA,https://www.lixiang.com/employ/campus/list.html?fromJob=1,/,有笔试,,,,
2026/07/04,恩智浦,外企,通信/电子/半导体,芯片研发类;生产运营类;产品测试类;系统应用类;软件研发类;销售与市场;职能类,"上海, 北京, 天津, 苏州, 重庆",尽快投递,"2025, 2026, 2027届","本科,硕士,博士","暑期实习, 秋招专场",恩智浦微招聘,https://mp.weixin.qq.com/s/7ljyJtrGLgtemgXQSVjYvw,https://campus.51job.com/nxp/graduates.html,/,有笔试,,,,
2026/07/04,ASML,外企,通信/电子/半导体,客户服务工程师;装机工程师,"上海, 北京, 合肥",尽快投递,2027届,"本科,硕士,博士",秋招专场,ASML阿斯麦光刻,https://mp.weixin.qq.com/s/kLTuEP8jfHa0d1fcZIUIzQ,https://campus.51job.com/asml2027/,光学、物理、计算机、数学、材料、化学、电子、机械、自动化等相关理工科,/,,,,
2026/07/04,中国航发黎明,央国企,机械/制造业,航空发动机类岗位;机械类岗位;材料类岗位,沈阳,2026-07-10,2027届,"硕士,博士",暑期实习,黎明航发,https://mp.weixin.qq.com/s/GR1-h7XzvLytTk09ypdNsA,https://www.iguopin.com/company/jobs?id=10685309840419193,航空宇航推进理论与工程、动力工程及工程热物理、能源动力等;机械工程、机械制造及其自动化、航空宇航制造工程等;材料工程、材料加工工程、材料科学与工程等,/,,,,
2026/07/04,新和成,民企,医疗/医药/生物,管培类 营销类 采购类 研发类 财经类 IT类 战略类 安环类 设备类 工程类等,"天津, 潍坊, 绥化",尽快投递,2027届,"本科,硕士,博士",秋招提前批,新和成招聘,https://mp.weixin.qq.com/s/PVk662q7fEpouZs6jNNp7g,https://xinhecheng1.zhiye.com/campus,/,有笔试,,,,
2026/07/04,航空工业设备工程,央国企,机械/制造业,工艺设计岗;工艺设计岗（智能制造方向）;机械设计岗;测控工程师岗;软件设计师;工程设计类相关岗位,"北京, 深圳",尽快投递,2027届,"硕士,博士",暑期实习,航空工业设备工程,https://mp.weixin.qq.com/s/JUvlHguafNJEJC_W1h5dDw,https://mp.weixin.qq.com/s/JUvlHguafNJEJC_W1h5dDw,"航空发动机相关专业,智能制造相关专业,机械相关专业,测控相关专业,计算机科学与技术相关专业,工程设计相关专业",/,,,,
